Id hecho,Vehículo_víctima,Sexo,Edad_víctima,Gravedad
LC-2019-0585757,Sd,M,43,Sd
LC-2019-0612929,Sd,M,66,Sd
LC-2019-0530577,Sd,M,37,Sd
LC-2019-0530601,Sd,F,49,Sd
LC-2019-0530614,Sd,M,32,Sd
LC-2019-0530614,Sd,F,33,Sd
LC-2019-0530667,Sd,M,27,Sd
LC-2019-0530789,Sd,F,18,Sd
LC-2019-0530892,Sd,F,26,Sd
LC-2019-0531000,Sd,M,51,Sd
LC-2019-0531212,Sd,M,27,Sd
LC-2019-0531212,Sd,F,34,Sd
LC-2019-0531215,Sd,M,25,Sd
LC-2019-0531251,Sd,F,65,Sd
LC-2019-0531346,Sd,F,48,Sd
LC-2019-0531366,Sd,F,50,Sd
LC-2019-0531548,Sd,F,42,Sd
LC-2019-0531588,Sd,F,22,Sd
LC-2019-0531636,Sd,M,53,Sd
LC-2019-0531655,Sd,M,35,Sd
LC-2019-0531685,Sd,M,39,Sd
LC-2019-0531841,Sd,M,35,Sd
LC-2019-0531957,Sd,SD,SD,Sd
LC-2019-0532086,Sd,M,46,Sd
LC-2019-0532182,Sd,F,18,Sd
LC-2019-0532267,Sd,M,34,Sd
LC-2019-0532499,Sd,M,sd,Sd
LC-2019-0532836,Sd,M,30,Sd
LC-2019-0532869,Sd,M,26,Sd
LC-2019-0533206,Sd,M,42,Sd
LC-2019-0533223,Sd,M,41,Sd
LC-2019-0532625,Sd,M,31,Sd
LC-2019-0533606,Sd,M,57,Sd
LC-2019-0533606,Sd,M,26,Sd
LC-2019-0533722,Sd,M,22,Sd
LC-2019-0533977,Sd,F,70,Sd
LC-2019-0533981,Sd,F,24,Sd
LC-2019-0534009,Sd,M,51,Sd
LC-2019-0534190,Sd,M,21,Sd
LC-2019-0534430,Sd,M,54,Sd
LC-2019-0534471,Sd,F,73,Sd
LC-2019-0534510,Sd,M,51,Sd
LC-2019-0534510,Sd,F,33,Sd
LC-2019-0534518,Sd,M,49,Sd
LC-2019-0534530,Sd,M,62,Sd
LC-2019-0534541,Sd,F,40,Sd
LC-2019-0534615,Sd,M,31,Sd
LC-2019-0534618,Sd,M,29,Sd
LC-2019-0534776,Sd,M,44,Sd
LC-2019-0534829,Sd,M,24,Sd
LC-2019-0535039,Sd,F,69,Sd
LC-2019-0535069,Sd,F,63,Sd
LC-2019-0535119,Sd,M,63,Sd
LC-2019-0535156,Sd,M,33,Sd
LC-2019-0535156,Sd,M,37,Sd
LC-2019-0535252,Sd,M,74,Sd
LC-2019-0535293,Sd,M,28,Sd
LC-2019-0535331,Sd,F,50,Sd
LC-2019-0535367,Sd,M,45,Sd
LC-2019-0535447,Sd,M,28,Sd
LC-2019-0535507,Sd,M,28,Sd
LC-2019-0535590,Sd,M,23,Sd
LC-2019-0535631,Sd,F,27,Sd
LC-2019-0535637,Sd,M,62,Sd
LC-2019-0535780,Sd,M,34,Sd
LC-2019-0535785,Sd,M,45,Sd
LC-2019-0535835,Sd,M,50,Sd
LC-2019-0535858,Sd,M,52,Sd
LC-2019-0535862,Sd,F,12,Sd
LC-2019-0535871,Sd,M,23,Sd
LC-2019-0535894,Sd,M,25,Sd
LC-2019-0535924,Sd,M,58,Sd
LC-2019-0535980,Sd,M,33,Sd
LC-2019-0536059,Sd,M,22,Sd
LC-2019-0536146,Sd,M,26,Sd
LC-2019-0537006,Sd,F,62,Sd
LC-2019-0538459,Sd,M,35,Sd
LC-2019-0544967,Sd,F,22,Sd
LC-2019-0549450,Sd,M,25,Sd
LC-2019-0558716,Sd,M,SD,Sd
LC-2019-0536215,Sd,M,21,Sd
LC-2019-0536283,Sd,F,23,Sd
LC-2019-0536623,Sd,M,24,Sd
LC-2019-0536689,Sd,M,48,Sd
LC-2019-0536744,Sd,M,37,Sd
LC-2019-0536777,Sd,M,30,Sd
LC-2019-0537210,Sd,M,37,Sd
LC-2019-0537322,Sd,M,34,Sd
LC-2019-0537371,Sd,M,40,Sd
LC-2019-0537731,Sd,F,SD,Sd
LC-2019-0537906,Sd,M,34,Sd
LC-2019-0538075,Sd,M,38,Sd
LC-2019-0538238,Sd,M,23,Sd
LC-2019-0538371,Sd,M,39,Sd
LC-2019-0538398,Sd,M,21,Sd
LC-2019-0538399,Sd,M,40,Sd
LC-2019-0538526,Sd,M,59,Sd
LC-2019-0538628,Sd,M,28,Sd
LC-2019-0538648,Sd,F,46,Sd
LC-2019-0538671,Sd,F,35,Sd
LC-2019-0538731,Sd,SD,SD,Sd
LC-2019-0538737,Sd,M,41,Sd
LC-2019-0538738,Sd,M,39,Sd
LC-2019-0538743,Sd,F,44,Sd
LC-2019-0538750,Sd,M,35,Sd
LC-2019-0538848,Sd,M,25,Sd
LC-2019-0538888,Sd,F,26,Sd
LC-2019-0290703,Sd,M,73,Sd
LC-2019-0538894,Sd,M,51,Sd
LC-2019-0538927,Sd,F,26,Sd
LC-2019-0539533,Sd,M,56,Sd
LC-2019-0539050,Sd,M,20,Sd
LC-2019-0539258,Sd,F,26,Sd
LC-2019-0539258,Sd,F,37,Sd
LC-2019-0539327,Sd,M,37,Sd
LC-2019-0539555,Sd,F,53,Sd
LC-2019-0539562,Sd,F,26,Sd
LC-2019-0539616,Sd,M,56,Sd
LC-2019-0244627,Sd,M,24,Sd
LC-2019-0540333,Sd,M,31,Sd
LC-2019-0540363,Sd,M,28,Sd
LC-2019-0540387,Sd,M,SD,Sd
LC-2019-0540423,Sd,M,69,Sd
LC-2019-0540517,Sd,M,8,Sd
LC-2019-0540564,Sd,F,34,Sd
LC-2019-0540575,Sd,M,18,Sd
LC-2019-0540575,Sd,M,38,Sd
LC-2019-0540783,Sd,F,15,Sd
LC-2019-0281165,Sd,M,24,Sd
LC-2019-0541299,Sd,F,30,Sd
LC-2019-0541420,Sd,M,48,Sd
LC-2019-0541431,Sd,M,30,Sd
LC-2019-0541445,Sd,SD,SD,Sd
LC-2019-0541583,Sd,M,46,Sd
LC-2019-0541608,Sd,M,60,Sd
LC-2019-0541613,Sd,M,19,Sd
LC-2019-0541628,Sd,M,36,Sd
LC-2019-0541659,Sd,M,38,Sd
LC-2019-0541664,Sd,M,30,Sd
LC-2019-0541688,Sd,F,27,Sd
LC-2019-0541722,Sd,M,26,Sd
LC-2019-0541749,Sd,M,33,Sd
LC-2019-0541751,Sd,M,27,Sd
LC-2019-0541892,Sd,F,34,Sd
LC-2019-0542864,Sd,M,29,Sd
LC-2019-0644524,Sd,F,SD,Sd
LC-2019-0539129,Sd,M,29,Sd
LC-2019-0541527,Sd,F,52,Sd
LC-2019-0475101,Sd,M,50,Sd
LC-2019-0542020,Sd,M,23,Sd
LC-2019-0542042,Sd,M,52,Sd
LC-2019-0542156,Sd,M,53,Sd
LC-2019-0542191,Sd,F,49,Sd
LC-2019-0542659,Sd,F,31,Sd
LC-2019-0542965,Sd,SD,SD,Sd
LC-2019-0542969,Sd,F,36,Sd
LC-2019-0543066,Sd,M,42,Sd
LC-2019-0543101,Sd,M,24,Sd
LC-2019-0543159,Sd,M,46,Sd
LC-2019-0130252,Sd,M,SD,Sd
LC-2019-0543572,Sd,F,53,Sd
LC-2019-0543759,Sd,M,71,Sd
LC-2019-0543792,Sd,M,28,Sd
LC-2019-0543805,Sd,M,34,Sd
LC-2019-0543823,Sd,M,61,Sd
LC-2019-0543872,Sd,M,20,Sd
LC-2019-0543891,Sd,M,35,Sd
LC-2019-0543911,Sd,M,22,Sd
LC-2019-0543915,Sd,M,21,Sd
LC-2019-0544101,Sd,F,29,Sd
LC-2019-0544129,Sd,M,SD,Sd
LC-2019-0544142,Sd,M,41,Sd
LC-2019-0544272,Sd,M,SD,Sd
LC-2019-0544339,Sd,M,49,Sd
LC-2019-0544348,Sd,M,19,Sd
LC-2019-0544364,Sd,M,sd,Sd
LC-2019-0544370,Sd,M,47,Sd
LC-2019-0544409,Sd,M,32,Sd
LC-2019-0544417,Sd,M,41,Sd
LC-2019-0545020,Sd,F,46,Sd
LC-2019-0549078,Sd,F,41,Sd
LC-2019-0552260,Sd,F,41,Sd
LC-2019-0589292,Sd,M,30,Sd
LC-2019-0544861,Sd,M,32,Sd
LC-2019-0544861,Sd,F,40,Sd
LC-2019-0544861,Sd,M,59,Sd
LC-2019-0544861,Sd,M,66,Sd
LC-2019-0544910,Sd,M,43,Sd
LC-2019-0544931,Sd,F,29,Sd
LC-2019-0544995,Sd,M,54,Sd
LC-2019-0545118,Sd,F,SD,Sd
LC-2019-0545285,Sd,M,34,Sd
LC-2019-0545427,Sd,F,28,Sd
LC-2019-0545449,Sd,F,24,Sd
LC-2019-0545518,Sd,M,64,Sd
LC-2019-0545533,Sd,F,25,Sd
LC-2019-0545533,Sd,M,5,Sd
LC-2019-0545551,Sd,M,38,Sd
LC-2019-0545595,Sd,F,12,Sd
LC-2019-0545595,Sd,F,39,Sd
LC-2019-0545665,Sd,M,26,Sd
LC-2019-0545671,Sd,F,84,Sd
LC-2019-0545787,Sd,M,36,Sd
LC-2019-0545803,Sd,M,58,Sd
LC-2019-0545820,Sd,M,SD,Sd
LC-2019-0545880,Sd,M,21,Sd
LC-2019-0545900,Sd,M,27,Sd
LC-2019-0545900,Sd,M,39,Sd
LC-2019-0545908,Sd,M,32,Sd
LC-2019-0548267,Sd,M,41,Sd
LC-2019-0546016,Sd,M,32,Sd
LC-2019-0546061,Sd,M,45,Sd
LC-2019-0546234,Sd,F,25,Sd
LC-2019-0546458,Sd,M,65,Sd
LC-2019-0546510,Sd,M,42,Sd
LC-2019-0546721,Sd,M,28,Sd
LC-2019-0546979,Sd,M,40,Sd
LC-2019-0546981,Sd,F,22,Sd
LC-2019-0546981,Sd,F,23,Sd
LC-2019-0546981,Sd,F,25,Sd
LC-2019-0529954,Sd,M,24,Sd
LC-2019-0547096,Sd,M,SD,Sd
LC-2019-0547144,Sd,F,31,Sd
LC-2019-0547144,Sd,M,67,Sd
LC-2019-0551758,Sd,SD,SD,Sd
LC-2019-0599907,Sd,F,20,Sd
LC-2019-0599907,Sd,F,25,Sd
LC-2019-0694000,Sd,F,70,Sd
LC-2019-0547476,Sd,M,23,Sd
LC-2019-0176987,Sd,M,21,Sd
LC-2019-0547959,Sd,M,41,Sd
LC-2019-0548030,Sd,M,35,Sd
LC-2019-0548241,Sd,M,39,Sd
LC-2019-0548427,Sd,F,65,Sd
LC-2019-0549087,Sd,M,33,Sd
LC-2019-0549095,Sd,M,36,Sd
LC-2019-0549292,Sd,M,30,Sd
LC-2019-0549333,Sd,SD,SD,Sd
LC-2019-0549337,Sd,M,27,Sd
LC-2019-0549395,Sd,M,40,Sd
LC-2019-0549549,Sd,F,27,Sd
LC-2019-0549549,Sd,M,28,Sd
LC-2019-0549578,Sd,F,27,Sd
LC-2019-0549604,Sd,M,29,Sd
LC-2019-0549674,Sd,F,18,Sd
LC-2019-0549674,Sd,M,20,Sd
LC-2019-0549686,Sd,M,34,Sd
LC-2019-0549707,Sd,M,SD,Sd
LC-2019-0549707,Sd,F,SD,Sd
LC-2019-0549771,Sd,M,28,Sd
LC-2019-0549794,Sd,M,27,Sd
LC-2019-0549888,Sd,M,21,Sd
LC-2019-0555337,Sd,F,29,Sd
LC-2019-0232897,Sd,M,23,Sd
LC-2019-0549981,Sd,F,24,Sd
LC-2019-0550655,Sd,M,34,Sd
LC-2019-0550723,Sd,F,33,Sd
LC-2019-0550775,Sd,F,22,Sd
LC-2019-0550775,Sd,F,47,Sd
LC-2019-0550924,Sd,M,45,Sd
LC-2019-0550935,Sd,M,53,Sd
LC-2019-0550935,Sd,M,37,Sd
LC-2019-0551096,Sd,F,82,Sd
LC-2019-0551128,Sd,M,sd,Sd
LC-2019-0551252,Sd,M,47,Sd
LC-2019-0551310,Sd,M,18,Sd
LC-2019-0551361,Sd,M,43,Sd
LC-2019-0551517,Sd,M,29,Sd
LC-2019-0551538,Sd,M,27,Sd
LC-2019-0551653,Sd,M,19,Sd
LC-2019-0551800,Sd,M,41,Sd
LC-2019-0551839,Sd,M,48,Sd
LC-2019-0551883,Sd,F,25,Sd
LC-2019-0552199,Sd,M,12,Sd
LC-2019-0552199,Sd,M,33,Sd
LC-2019-0552269,Sd,SD,SD,Sd
LC-2019-0552295,Sd,F,49,Sd
LC-2019-0552325,Sd,M,19,Sd
LC-2019-0552391,Sd,M,39,Sd
LC-2019-0552533,Sd,F,34,Sd
LC-2019-0552544,Sd,M,27,Sd
LC-2019-0552611,Sd,F,35,Sd
LC-2019-0552626,Sd,M,28,Sd
LC-2019-0552654,Sd,M,23,Sd
LC-2019-0552654,Sd,M,36,Sd
LC-2019-0552670,Sd,M,24,Sd
LC-2019-0552776,Sd,M,23,Sd
LC-2019-0552776,Sd,F,31,Sd
LC-2019-0553457,Sd,M,35,Sd
LC-2019-0553953,Sd,M,SD,Sd
LC-2019-0233032,Sd,M,23,Sd
LC-2019-0552792,Sd,M,28,Sd
LC-2019-0552839,Sd,M,35,Sd
LC-2019-0553113,Sd,F,54,Sd
LC-2019-0553114,Sd,M,33,Sd
LC-2019-0553146,Sd,M,39,Sd
LC-2019-0553674,Sd,M,18,Sd
LC-2019-0553674,Sd,F,30,Sd
LC-2019-0553690,Sd,M,43,Sd
LC-2019-0554011,Sd,M,26,Sd
LC-2019-0554016,Sd,F,38,Sd
LC-2019-0554076,Sd,M,44,Sd
LC-2019-0554152,Sd,M,46,Sd
LC-2019-0554325,Sd,M,47,Sd
LC-2019-0554398,Sd,M,50,Sd
LC-2019-0554448,Sd,M,36,Sd
LC-2019-0554485,Sd,M,26,Sd
LC-2019-0554639,Sd,M,56,Sd
LC-2019-0554851,Sd,M,32,Sd
LC-2019-0554889,Sd,M,37,Sd
LC-2019-0554962,Sd,M,43,Sd
LC-2019-0554962,Sd,F,16,Sd
LC-2019-0554962,Sd,M,17,Sd
LC-2019-0554970,Sd,F,58,Sd
LC-2019-0554978,Sd,M,32,Sd
LC-2019-0555030,Sd,F,20,Sd
LC-2019-0555030,Sd,M,29,Sd
LC-2019-0555038,Sd,F,31,Sd
LC-2019-0516541,Sd,M,20,Sd
LC-2019-0555150,Sd,M,23,Sd
LC-2019-0555305,Sd,F,30,Sd
LC-2019-0555326,Sd,F,59,Sd
LC-2019-0555398,Sd,F,26,Sd
LC-2019-0555398,Sd,M,19,Sd
LC-2019-0557825,Sd,M,24,Sd
LC-2019-0570599,Sd,M,35,Sd
LC-2019-0013261,Sd,M,37,Sd
LC-2019-0646220,Sd,F,61,Sd
LC-2019-0222144,Sd,M,67,Sd
LC-2019-0555144,Sd,M,37,Sd
LC-2019-0555531,Sd,M,24,Sd
LC-2019-0555715,Sd,M,27,Sd
LC-2019-0555761,Sd,M,41,Sd
LC-2019-0555944,Sd,M,58,Sd
LC-2019-0555981,Sd,M,26,Sd
LC-2019-0555983,Sd,M,27,Sd
LC-2019-0556147,Sd,M,44,Sd
LC-2019-0556310,Sd,M,8,Sd
LC-2019-0556405,Sd,F,30,Sd
LC-2019-0556409,Sd,F,55,Sd
LC-2019-0556471,Sd,M,42,Sd
LC-2019-0556579,Sd,F,51,Sd
LC-2019-0556579,Sd,F,33,Sd
LC-2019-0556605,Sd,M,24,Sd
LC-2019-0556632,Sd,M,43,Sd
LC-2019-0556739,Sd,M,57,Sd
LC-2019-0556831,Sd,F,58,Sd
LC-2019-0556976,Sd,M,43,Sd
LC-2019-0557041,Sd,F,53,Sd
LC-2019-0557099,Sd,M,SD,Sd
LC-2019-0557110,Sd,F,24,Sd
LC-2019-0557329,Sd,F,SD,Sd
LC-2019-0557329,Sd,F,sd,Sd
LC-2019-0557539,Sd,M,36,Sd
LC-2019-0557549,Sd,M,38,Sd
LC-2019-0557549,Sd,F,59,Sd
LC-2019-0557549,Sd,F,SD,Sd
LC-2019-0557571,Sd,F,53,Sd
LC-2019-0557653,Sd,M,SD,Sd
LC-2019-0557746,Sd,M,30,Sd
LC-2019-0557803,Sd,M,36,Sd
LC-2019-0557834,Sd,F,SD,Sd
LC-2019-0557887,Sd,M,39,Sd
LC-2019-0557887,Sd,M,38,Sd
LC-2019-0557892,Sd,F,61,Sd
LC-2019-0558047,Sd,M,19,Sd
LC-2019-0558059,Sd,M,19,Sd
LC-2019-0558102,Sd,F,33,Sd
LC-2019-0558115,Sd,M,30,Sd
LC-2019-0558834,Sd,M,26,Sd
LC-2019-0559767,Sd,M,19,Sd
LC-2019-0288435,Sd,M,34,Sd
LC-2019-0289379,Sd,M,51,Sd
LC-2019-0558432,Sd,F,62,Sd
LC-2019-0558510,Sd,M,26,Sd
LC-2019-0558525,Sd,F,18,Sd
LC-2019-0558603,Sd,M,41,Sd
LC-2019-0558863,Sd,F,34,Sd
LC-2019-0559347,Sd,M,32,Sd
LC-2019-0559431,Sd,M,57,Sd
LC-2019-0559437,Sd,M,29,Sd
LC-2019-0559561,Sd,M,38,Sd
LC-2019-0559585,Sd,F,45,Sd
LC-2019-0559585,Sd,M,SD,Sd
LC-2019-0559727,Sd,M,30,Sd
LC-2019-0559737,Sd,M,34,Sd
LC-2019-0559815,Sd,M,40,Sd
LC-2019-0559816,Sd,M,SD,Sd
LC-2019-0559820,Sd,F,SD,Sd
LC-2019-0559820,Sd,M,SD,Sd
LC-2019-0559928,Sd,F,23,Sd
LC-2019-0559964,Sd,M,37,Sd
LC-2019-0559974,Sd,M,28,Sd
LC-2019-0560007,Sd,M,27,Sd
LC-2019-0560014,Sd,M,21,Sd
LC-2019-0560044,Sd,M,SD,Sd
LC-2019-0560085,Sd,M,24,Sd
LC-2019-0560103,Sd,M,SD,Sd
LC-2019-0560125,Sd,M,SD,Sd
LC-2019-0560267,Sd,M,58,Sd
LC-2019-0560272,Sd,M,25,Sd
LC-2019-0560287,Sd,M,33,Sd
LC-2019-0560331,Sd,M,29,Sd
LC-2019-0560479,Sd,F,31,Sd
LC-2019-0560528,Sd,M,59,Sd
LC-2019-0560595,Sd,M,32,Sd
LC-2019-0560615,Sd,M,37,Sd
LC-2019-0560632,Sd,M,46,Sd
LC-2019-0560965,Sd,M,28,Sd
LC-2019-0562064,Sd,M,43,Sd
LC-2019-0565386,Sd,M,20,Sd
LC-2019-0567347,Sd,M,37,Sd
LC-2019-0561015,Sd,M,32,Sd
LC-2019-0561209,Sd,M,40,Sd
LC-2019-0561458,Sd,F,80,Sd
LC-2019-0561474,Sd,M,78,Sd
LC-2019-0561606,Sd,M,43,Sd
LC-2019-0561635,Sd,M,23,Sd
LC-2019-0561898,Sd,F,33,Sd
LC-2019-0561919,Sd,F,37,Sd
LC-2019-0562048,Sd,M,18,Sd
LC-2019-0562074,Sd,M,36,Sd
LC-2019-0562150,Sd,F,23,Sd
LC-2019-0599617,Sd,F,sd,Sd
LC-2019-0562315,Sd,M,40,Sd
LC-2019-0562321,Sd,M,31,Sd
LC-2019-0562402,Sd,F,14,Sd
LC-2019-0562484,Sd,M,76,Sd
LC-2019-0562484,Sd,M,SD,Sd
LC-2019-0562552,Sd,F,27,Sd
LC-2019-0562668,Sd,F,46,Sd
LC-2019-0562679,Sd,M,49,Sd
LC-2019-0562861,Sd,F,71,Sd
LC-2019-0562952,Sd,M,46,Sd
LC-2019-0562962,Sd,F,26,Sd
LC-2019-0562980,Sd,F,23,Sd
LC-2019-0563026,Sd,M,29,Sd
LC-2019-0563026,Sd,M,30,Sd
LC-2019-0563239,Sd,M,7,Sd
LC-2019-0563284,Sd,M,19,Sd
LC-2019-0563326,Sd,M,41,Sd
LC-2019-0563326,Sd,M,17,Sd
LC-2019-0563340,Sd,M,30,Sd
LC-2019-0563413,Sd,F,22,Sd
LC-2019-0563471,Sd,M,24,Sd
LC-2019-0563471,Sd,M,34,Sd
LC-2019-0589625,Sd,M,SD,Sd
LC-2019-0563435,Sd,SD,SD,Sd
LC-2019-0563530,Sd,M,27,Sd
LC-2019-0563660,Sd,F,42,Sd
LC-2019-0563683,Sd,F,19,Sd
LC-2019-0563683,Sd,F,21,Sd
LC-2019-0563683,Sd,M,43,Sd
LC-2019-0563683,Sd,F,22,Sd
LC-2019-0563707,Sd,F,24,Sd
LC-2019-0564224,Sd,M,42,Sd
LC-2019-0564257,Sd,M,25,Sd
LC-2019-0564307,Sd,M,32,Sd
LC-2019-0564390,Sd,M,45,Sd
LC-2019-0564424,Sd,F,25,Sd
LC-2019-0564613,Sd,M,50,Sd
LC-2019-0564631,Sd,M,37,Sd
LC-2019-0564652,Sd,M,32,Sd
LC-2019-0564675,Sd,F,43,Sd
LC-2019-0564679,Sd,M,39,Sd
LC-2019-0564710,Sd,M,42,Sd
LC-2019-0564710,Sd,F,51,Sd
LC-2019-0564829,Sd,SD,SD,Sd
LC-2019-0564867,Sd,M,22,Sd
LC-2019-0565217,Sd,M,32,Sd
LC-2019-0565450,Sd,M,29,Sd
LC-2019-0565450,Sd,M,31,Sd
LC-2019-0565450,Sd,M,47,Sd
LC-2019-0565476,Sd,M,54,Sd
LC-2019-0565512,Sd,F,36,Sd
LC-2019-0565665,Sd,F,38,Sd
LC-2019-0565665,Sd,M,47,Sd
LC-2019-0565679,Sd,M,26,Sd
LC-2019-0565679,Sd,M,68,Sd
LC-2019-0565733,Sd,M,46,Sd
LC-2019-0565745,Sd,F,48,Sd
LC-2019-0565755,Sd,M,35,Sd
LC-2019-0565755,Sd,M,23,Sd
LC-2019-0565798,Sd,M,32,Sd
LC-2019-0565801,Sd,M,26,Sd
LC-2019-0565947,Sd,M,26,Sd
LC-2019-0566015,Sd,M,18,Sd
LC-2019-0566015,Sd,M,50,Sd
LC-2019-0566029,Sd,SD,SD,Sd
LC-2019-0604766,Sd,F,24,Sd
LC-2019-0565098,Sd,M,22,Sd
LC-2019-0566341,Sd,F,23,Sd
LC-2019-0566341,Sd,M,41,Sd
LC-2019-0566688,Sd,F,48,Sd
LC-2019-0567191,Sd,M,42,Sd
LC-2019-0567365,Sd,M,42,Sd
LC-2019-0567429,Sd,M,38,Sd
LC-2019-0567520,Sd,M,24,Sd
LC-2019-0567553,Sd,M,SD,Sd
LC-2019-0567566,Sd,M,34,Sd
LC-2019-0567622,Sd,M,23,Sd
LC-2019-0567942,Sd,SD,SD,Sd
LC-2019-0567984,Sd,M,35,Sd
LC-2019-0567985,Sd,M,25,Sd
LC-2019-0568022,Sd,F,47,Sd
LC-2019-0568027,Sd,M,81,Sd
LC-2019-0568027,Sd,F,SD,Sd
LC-2019-0568046,Sd,M,67,Sd
LC-2019-0568152,Sd,M,SD,Sd
LC-2019-0568180,Sd,F,52,Sd
LC-2019-0568201,Sd,M,27,Sd
LC-2019-0568231,Sd,M,29,Sd
LC-2019-0568231,Sd,F,29,Sd
LC-2019-0568264,Sd,M,SD,Sd
LC-2019-0568300,Sd,M,47,Sd
LC-2019-0568314,Sd,F,68,Sd
LC-2019-0568314,Sd,F,42,Sd
LC-2019-0568326,Sd,M,31,Sd
LC-2019-0568459,Sd,M,19,Sd
LC-2019-0568600,Sd,M,25,Sd
LC-2019-0568691,Sd,F,31,Sd
LC-2019-0568699,Sd,M,SD,Sd
LC-2019-0572498,Sd,M,26,Sd
LC-2019-0568801,Sd,F,34,Sd
LC-2019-0568801,Sd,M,37,Sd
LC-2019-0569303,Sd,F,55,Sd
LC-2019-0569461,Sd,M,SD,Sd
LC-2019-0569865,Sd,M,26,Sd
LC-2019-0570086,Sd,M,30,Sd
LC-2019-0570162,Sd,F,41,Sd
LC-2019-0570306,Sd,F,SD,Sd
LC-2019-0570424,Sd,M,40,Sd
LC-2019-0570469,Sd,M,17,Sd
LC-2019-0570469,Sd,F,52,Sd
LC-2019-0570470,Sd,M,61,Sd
LC-2019-0570509,Sd,F,18,Sd
LC-2019-0570509,Sd,M,25,Sd
LC-2019-0570509,Sd,M,20,Sd
LC-2019-0570509,Sd,M,21,Sd
LC-2019-0570552,Sd,M,25,Sd
LC-2019-0570559,Sd,M,37,Sd
LC-2019-0570579,Sd,M,29,Sd
LC-2019-0570679,Sd,M,29,Sd
LC-2019-0570679,Sd,M,SD,Sd
LC-2019-0570954,Sd,F,32,Sd
LC-2019-0571002,Sd,M,52,Sd
LC-2019-0571074,Sd,M,37,Sd
LC-2019-0571133,Sd,F,33,Sd
LC-2019-0571143,Sd,M,SD,Sd
LC-2019-0571145,Sd,M,23,Sd
LC-2019-0571173,Sd,M,55,Sd
LC-2019-0571253,Sd,M,SD,Sd
LC-2019-0571253,Sd,M,29,Sd
LC-2019-0580537,Sd,M,20,Sd
LC-2019-0583748,Sd,M,34,Sd
LC-2019-0603215,Sd,F,SD,Sd
LC-2019-0642969,Sd,F,21,Sd
LC-2019-0642969,Sd,M,50,Sd
LC-2019-0571181,Sd,F,72,Sd
LC-2019-0571323,Sd,M,28,Sd
LC-2019-0571759,Sd,M,41,Sd
LC-2019-0571927,Sd,F,26,Sd
LC-2019-0571927,Sd,M,45,Sd
LC-2019-0571936,Sd,F,59,Sd
LC-2019-0572043,Sd,F,76,Sd
LC-2019-0572216,Sd,F,70,Sd
LC-2019-0572429,Sd,M,31,Sd
LC-2019-0572489,Sd,M,21,Sd
LC-2019-0572537,Sd,M,28,Sd
LC-2019-0572694,Sd,M,51,Sd
LC-2019-0572804,Sd,F,85,Sd
LC-2019-0572868,Sd,M,28,Sd
LC-2019-0572916,Sd,F,55,Sd
LC-2019-0573068,Sd,F,40,Sd
LC-2019-0573238,Sd,F,67,Sd
LC-2019-0573238,Sd,M,50,Sd
LC-2019-0573238,Sd,M,90,Sd
LC-2019-0573262,Sd,M,22,Sd
LC-2019-0573332,Sd,M,27,Sd
LC-2019-0573361,Sd,M,45,Sd
LC-2019-0573388,Sd,M,45,Sd
LC-2019-0573423,Sd,M,23,Sd
LC-2019-0573423,Sd,F,46,Sd
LC-2019-0573423,Sd,F,30,Sd
LC-2019-0573438,Sd,F,27,Sd
LC-2019-0573479,Sd,M,43,Sd
LC-2019-0573738,Sd,M,30,Sd
LC-2019-0574644,Sd,M,61,Sd
LC-2019-0574644,Sd,M,76,Sd
LC-2019-0574662,Sd,M,39,Sd
LC-2019-0573630,Sd,M,83,Sd
LC-2019-0573778,Sd,M,30,Sd
LC-2019-0573883,Sd,M,22,Sd
LC-2019-0573883,Sd,F,SD,Sd
LC-2019-0573991,Sd,M,23,Sd
LC-2019-0573991,Sd,F,52,Sd
LC-2019-0574043,Sd,F,36,Sd
LC-2019-0574048,Sd,F,38,Sd
LC-2019-0574048,Sd,F,47,Sd
LC-2019-0574086,Sd,M,39,Sd
LC-2019-0574251,Sd,M,36,Sd
LC-2019-0574282,Sd,M,50,Sd
LC-2019-0574299,Sd,F,54,Sd
LC-2019-0574501,Sd,M,31,Sd
LC-2019-0574518,Sd,M,27,Sd
LC-2019-0574530,Sd,M,18,Sd
LC-2019-0574625,Sd,M,22,Sd
LC-2019-0574625,Sd,M,29,Sd
LC-2019-0574631,Sd,F,SD,Sd
LC-2019-0574632,Sd,M,40,Sd
LC-2019-0574733,Sd,M,SD,Sd
LC-2019-0574908,Sd,F,66,Sd
LC-2019-0574911,Sd,M,28,Sd
LC-2019-0574956,Sd,M,64,Sd
LC-2019-0574984,Sd,M,30,Sd
LC-2019-0574996,Sd,F,34,Sd
LC-2019-0574996,Sd,M,41,Sd
LC-2019-0574996,Sd,M,44,Sd
LC-2019-0575074,Sd,M,14,Sd
LC-2019-0575175,Sd,F,37,Sd
LC-2019-0575305,Sd,F,26,Sd
LC-2019-0397801,Sd,M,34,Sd
LC-2019-0575452,Sd,M,37,Sd
LC-2019-0575489,Sd,M,SD,Sd
LC-2019-0575591,Sd,M,49,Sd
LC-2019-0575642,Sd,M,76,Sd
LC-2019-0575768,Sd,F,21,Sd
LC-2019-0575777,Sd,M,47,Sd
LC-2019-0575839,Sd,M,40,Sd
LC-2019-0575861,Sd,M,21,Sd
LC-2019-0575883,Sd,M,35,Sd
