Id hecho,Vehículo_víctima,Sexo,Edad_víctima,Gravedad
LC-2020-0610555,Ciclista,M,23,Sd
LC-2020-0612252,Sd,F,48,Sd
LC-2020-0618447,Moto,M,39,Sd
LC-2020-0627674,Ciclista,M,23,Sd
LC-2020-0638716,Auto,M,25,Sd
LC-2020-0642549,Moto,M,46,Sd
LC-2020-0645515,Sd,M,37,Sd
LC-2020-0645968,Ciclista,F,30,Sd
LC-2020-0654959,Moto,M,48,Sd
LC-2020-0667360,Auto,F,27,Sd
LC-2020-0670475,Sd,M,52,Sd
LC-2020-0670475,Sd,M,SD,Sd
LC-2020-0675107,Auto,M,34,Sd
LC-2020-0676847,Auto,M,25,Sd
LC-2020-0676847,Auto,M,39,Sd
LC-2020-0011696,Moto,M,27,Sd
LC-2020-0026149,Moto,F,28,Sd
LC-2020-0026149,Moto,M,22,Sd
LC-2020-0028525,Moto,M,32,Sd
LC-2020-0087082,Moto,M,26,Sd
LC-2020-0088973,Peatón,F,53,Sd
LC-2020-0093044,Moto,M,22,Sd
LC-2020-0093210,Taxi,F,SD,Sd
LC-2020-0093210,Taxi,F,43,Sd
LC-2020-0100026,Ciclista,M,29,Sd
LC-2020-0120396,Auto,M,35,Sd
LC-2020-0160243,Moto,M,37,Sd
LC-2020-0230394,Moto,M,21,Sd
LC-2020-0240530,Peatón,F,51,Sd
LC-2020-0376053,Peatón,F,80,Sd
LC-2020-0449085,Ciclista,M,57,Sd
LC-2020-0450765,Moto,M,sd,Grave
LC-2020-0463904,Moto,M,29,Sd
LC-2020-0511848,Ciclista,M,35,Sd
LC-2020-0518960,Ciclista,M,42,Sd
LC-2020-0561579,Sd,SD,37,Sd
LC-2020-0577260,Moto,M,39,Sd
LC-2020-0601157,Peatón,F,24,Grave
LC-2020-0025074,Peatón,F,57,Sd
LC-2020-0044657,Moto,M,29,Sd
LC-2020-0437222,Moto,M,41,Sd
LC-2020-0003335,Peatón,SD,SD,Sd
LC-2020-0003638,Peatón,SD,SD,Sd
LC-2020-0010446,Transporte público,F,38,Sd
LC-2020-0012051,Moto,M,21,Sd
LC-2020-0027076,Peatón,F,42,Sd
LC-2020-0031723,Moto,F,SD,Sd
LC-2020-0034641,Moto,M,48,Sd
LC-2020-0036016,Moto,F,28,Sd
LC-2020-0042687,Moto,M,25,Sd
LC-2020-0058123,Peatón,F,77,Sd
LC-2020-0062092,Peatón,F,74,Grave
LC-2020-0063332,Moto,SD,SD,Sd
LC-2020-0065393,Moto,M,44,Sd
LC-2020-0071366,Peatón,F,82,Sd
LC-2020-0086459,Transporte público,F,57,Sd
LC-2020-0086459,Transporte público,F,27,Sd
LC-2020-0086459,Transporte público,F,45,Sd
LC-2020-0086459,Transporte público,M,28,Sd
LC-2020-0090665,Utilitario,SD,SD,Grave
LC-2020-0098091,Auto,M,23,Sd
LC-2020-0107369,Moto,M,32,Sd
LC-2020-0143992,Auto,M,29,Sd
LC-2020-0170773,Peatón,M,38,Sd
LC-2020-0192488,Moto,M,39,Sd
LC-2020-0197343,Peatón,M,33,Sd
LC-2020-0223831,Auto,M,39,Sd
LC-2020-0248641,Moto,M,28,Sd
LC-2020-0248641,Moto,F,28,Sd
LC-2020-0254933,Utilitario,M,30,Sd
LC-2020-0273446,Moto,M,23,Sd
LC-2020-0295871,Ciclista,M,30,Sd
LC-2020-0297153,Auto,F,30,Sd
LC-2020-0312796,Sd,M,39,Sd
LC-2020-0312796,Sd,F,47,Sd
LC-2020-0315409,Utilitario,M,34,Sd
LC-2020-0365122,Auto,F,53,Sd
LC-2020-0368609,Moto,M,24,Sd
LC-2020-0376101,Sd,F,43,Sd
LC-2020-0376448,Peatón,M,41,Sd
LC-2020-0390207,Auto,M,28,Sd
LC-2020-0392036,Auto,M,43,Sd
LC-2020-0427995,Ciclista,M,sd,Sd
LC-2020-0433487,Peatón,M,57,Sd
LC-2020-0468722,Auto,F,20,Sd
LC-2020-0468750,Moto,M,19,Sd
LC-2020-0472666,Moto,SD,sd,Sd
LC-2020-0476415,Moto,M,SD,Sd
LC-2020-0489078,Ciclista,F,31,Sd
LC-2020-0496968,Peatón,M,54,Sd
LC-2020-0499526,Sd,M,35,Sd
LC-2020-0511849,Sd,M,20,Sd
LC-2020-0513611,Sd,M,41,Sd
LC-2020-0531454,Ciclista,M,30,Sd
LC-2020-0531983,Moto,M,52,Sd
LC-2020-0549953,Sd,M,19,Sd
LC-2020-0561752,Sd,M,33,Sd
LC-2020-0565693,Sd,M,67,Sd
LC-2020-0582463,Moto,SD,sd,Sd
LC-2020-0582576,Sd,SD,sd,Sd
LC-2020-0592026,Moto,M,43,Sd
LC-2020-0594223,Sd,M,22,Sd
LC-2020-0594223,Sd,M,20,Sd
LC-2020-0599354,Peatón,M,37,Sd
LC-2020-0608564,Moto,M,28,Sd
LC-2020-0610013,Peatón,SD,SD,Sd
LC-2020-0616274,Sd,F,25,Sd
LC-2020-0633922,Peatón,M,31,Sd
LC-2020-0659238,Moto,M,24,Sd
LC-2020-0660218,Sd,M,20,Sd
LC-2020-0662265,Ciclista,M,18,Sd
LC-2020-0670023,Sd,M,14,Sd
LC-2020-0670023,Sd,F,42,Sd
LC-2020-0672761,Sd,M,42,Sd
LC-2020-0677732,Sd,SD,sd,Sd
LC-2020-0000859,Peatón,F,36,Sd
LC-2020-0005104,Ciclista,M,39,Sd
LC-2020-0007341,Sd,F,58,Sd
LC-2020-0007341,Sd,M,38,Sd
LC-2020-0034702,Mixto,F,17,Grave
LC-2020-0034702,Mixto,F,37,Sd
LC-2020-0045398,Auto,F,30,Sd
LC-2020-0049808,Moto,M,29,Sd
LC-2020-0081605,Sd,F,50,Sd
LC-2020-0082664,Auto,F,6,Sd
LC-2020-0109557,Ciclista,SD,SD,Sd
LC-2020-0133408,Moto,M,37,Sd
LC-2020-0141409,Peatón,M,43,Sd
LC-2020-0143130,Peatón,SD,SD,Sd
LC-2020-0161748,Peatón,SD,SD,Sd
LC-2020-0165015,Peatón,M,33,Sd
LC-2020-0165953,Moto,M,22,Sd
LC-2020-0202829,Móvil,M,37,Grave
LC-2020-0202881,Moto,M,25,Sd
LC-2020-0203780,Peatón,SD,SD,Sd
LC-2020-0256407,Auto,F,28,Sd
LC-2020-0256407,Auto,SD,SD,Sd
LC-2020-0258090,Peatón,M,39,Sd
LC-2020-0268292,Moto,M,36,Sd
LC-2020-0294934,Moto,SD,sd,Sd
LC-2020-0313114,Auto,M,50,Sd
LC-2020-0438282,Moto,SD,46,Sd
LC-2020-0441093,Utilitario,M,31,Sd
LC-2020-0449354,Moto,M,42,Sd
LC-2020-0470959,Moto,F,25,Sd
LC-2020-0470959,Moto,M,58,Sd
LC-2020-0495163,Peatón,SD,sd,Sd
LC-2020-0523118,Auto,F,51,Grave
LC-2020-0524979,Peatón,F,27,Sd
LC-2020-0529923,Moto,M,25,Sd
LC-2020-0546473,Auto,M,32,Sd
LC-2020-0565113,Peatón,M,24,Sd
LC-2020-0569340,Sd,M,26,Sd
LC-2020-0599322,Ciclista,M,24,Sd
LC-2020-0599527,Moto,M,23,Sd
LC-2020-0604378,Ciclista,M,26,Sd
LC-2020-0605703,Ciclista,F,60,Sd
LC-2020-0614110,Moto,F,40,Sd
LC-2020-0614110,Moto,F,21,Sd
LC-2020-0640265,Moto,M,38,Sd
LC-2020-0641387,Auto,F,23,Sd
LC-2020-0641387,Auto,M,58,Sd
LC-2020-0641990,Moto,M,29,Sd
LC-2020-0642667,Moto,M,24,Sd
LC-2020-0675005,Ciclista,M,57,Sd
LC-2020-0677046,Auto,M,27,Grave
LC-2020-0047296,Transporte público,F,27,Sd
LC-2020-0227406,Peatón,M,SD,Sd
LC-2020-0229256,Peatón,M,59,Sd
LC-2020-0291144,Moto,M,41,Sd
LC-2020-0310681,Moto,M,31,Sd
LC-2020-0377778,Móvil,M,57,Sd
LC-2020-0419917,Sd,F,61,Sd
LC-2020-0502519,Moto,M,36,Sd
LC-2020-0548415,Sd,M,sd,Sd
LC-2020-0559798,Moto,M,46,Sd
LC-2020-0569393,Sd,F,SD,Sd
LC-2020-0569393,Sd,SD,sd,Sd
LC-2020-0589163,Transporte público,M,29,Sd
LC-2020-0639623,Sd,M,49,Sd
LC-2020-0639623,Sd,M,36,Sd
LC-2020-0639623,Sd,M,28,Sd
LC-2020-0657229,Moto,M,36,Sd
LC-2020-0150977,Peatón,M,46,Sd
LC-2020-0157157,Moto,F,34,Sd
LC-2020-0160912,Transporte público,F,SD,Sd
LC-2020-0160939,Peatón,SD,SD,Sd
LC-2020-0165381,Auto,SD,SD,Sd
LC-2020-0171654,Ciclista,M,55,Sd
LC-2020-0174949,Moto,F,45,Sd
LC-2020-0175527,Peatón,M,58,Sd
LC-2020-0197593,Moto,M,41,Sd
LC-2020-0200166,Moto,M,42,Sd
LC-2020-0204476,Moto,M,25,Sd
LC-2020-0235195,Moto,M,44,Sd
LC-2020-0250823,Moto,SD,sd,Sd
LC-2020-0255862,Peatón,M,75,Sd
LC-2020-0269200,Moto,M,27,Sd
LC-2020-0273732,Moto,M,33,Sd
LC-2020-0282407,Moto,M,37,Sd
LC-2020-0287190,Ciclista,M,19,Sd
LC-2020-0290997,Auto,F,33,Sd
LC-2020-0297117,Peatón,F,46,Sd
LC-2020-0298671,Moto,M,26,Sd
LC-2020-0312020,Moto,M,46,Sd
LC-2020-0319746,Moto,M,29,Sd
LC-2020-0333471,Auto,M,57,Sd
LC-2020-0359021,Moto,M,34,Sd
LC-2020-0369925,Ciclista,M,50,Sd
LC-2020-0379613,Auto,M,33,Sd
LC-2020-0385685,Sd,M,20,Sd
LC-2020-0385685,Sd,F,62,Sd
LC-2020-0414211,Sd,M,31,Sd
LC-2020-0433823,Peatón,M,32,Sd
LC-2020-0455898,Sd,M,20,Sd
LC-2020-0455898,Sd,M,41,Sd
LC-2020-0463876,Moto,M,54,Sd
LC-2020-0465628,Moto,M,20,Sd
LC-2020-0471779,Sd,SD,sd,Sd
LC-2020-0472376,Moto,F,21,Grave
LC-2020-0472376,Moto,SD,sd,Sd
LC-2020-0476885,Peatón,M,63,Sd
LC-2020-0477634,Peatón,F,79,Sd
LC-2020-0487857,Sd,M,29,Sd
LC-2020-0487857,Sd,F,27,Sd
LC-2020-0492188,Taxi,M,80,Sd
LC-2020-0496404,Moto,M,32,Sd
LC-2020-0496422,Peatón,F,47,Sd
LC-2020-0496758,Peatón,F,70,Sd
LC-2020-0503794,Moto,M,24,Sd
LC-2020-0504354,Auto,F,SD,Sd
LC-2020-0506724,Ciclista,M,25,Sd
LC-2020-0507565,Moto,M,SD,Sd
LC-2020-0513262,Moto,M,31,Sd
LC-2020-0515019,Ciclista,M,26,Sd
LC-2020-0516022,Moto,M,SD,Sd
LC-2020-0516263,Moto,F,28,Sd
LC-2020-0520988,Ciclista,M,26,Sd
LC-2020-0521314,Ciclista,M,26,Sd
LC-2020-0525134,Moto,M,24,Sd
LC-2020-0525165,Ciclista,F,54,Sd
LC-2020-0530542,Moto,M,27,Sd
LC-2020-0535930,Ciclista,M,26,Sd
LC-2020-0542608,Moto,M,43,Sd
LC-2020-0549843,Sd,F,38,Grave
LC-2020-0549843,Sd,F,36,Sd
LC-2020-0549843,Sd,F,19,Sd
LC-2020-0549843,Sd,F,25,Sd
LC-2020-0551926,Auto,F,26,Sd
LC-2020-0557946,Peatón,M,32,Sd
LC-2020-0559963,Ciclista,F,31,Sd
LC-2020-0568638,Moto,M,46,Sd
LC-2020-0570083,Sd,M,29,Sd
LC-2020-0572351,Sd,M,26,Sd
LC-2020-0585525,Moto,M,SD,Sd
LC-2020-0596109,Auto,F,23,Sd
LC-2020-0599166,Ciclista,M,26,Sd
LC-2020-0602335,Auto,M,47,Sd
LC-2020-0602335,Auto,F,26,Sd
LC-2020-0602356,Moto,M,34,Sd
LC-2020-0606758,Ciclista,M,23,Sd
LC-2020-0608565,Moto,M,31,Sd
LC-2020-0608565,Moto,F,21,Sd
LC-2020-0612691,Ciclista,F,28,Sd
LC-2020-0614437,Auto,F,24,Sd
LC-2020-0614437,Auto,M,24,Sd
LC-2020-0615884,Peatón,F,38,Sd
LC-2020-0620808,Peatón,F,61,Sd
LC-2020-0620876,Peatón,F,49,Sd
LC-2020-0621296,Moto,M,24,Sd
LC-2020-0622023,Sd,M,61,Sd
LC-2020-0623304,Moto,M,27,Sd
LC-2020-0624923,Moto,F,20,Sd
LC-2020-0624923,Moto,M,26,Sd
LC-2020-0626680,Transporte público,F,58,Sd
LC-2020-0630032,Moto,M,37,Sd
LC-2020-0630613,Sd,M,SD,Sd
LC-2020-0633667,Moto,M,42,Sd
LC-2020-0633970,Sd,SD,SD,Sd
LC-2020-0638693,Sd,M,37,Sd
LC-2020-0638693,Sd,F,27,Sd
LC-2020-0645498,Sd,F,32,Sd
LC-2020-0647366,Moto,M,33,Sd
LC-2020-0648062,Moto,M,30,Sd
LC-2020-0649238,Sd,M,20,Sd
LC-2020-0671249,Sd,M,27,Sd
LC-2020-0673818,Sd,M,43,Sd
LC-2020-0676311,Sd,F,26,Sd
LC-2020-0676654,Sd,F,28,Sd
LC-2020-0680250,Sd,M,33,Sd
LC-2020-0680250,Sd,F,55,Sd
LC-2020-0124412,Transporte público,F,69,Sd
LC-2020-0124462,Peatón,F,65,Sd
LC-2020-0129705,Moto,M,47,Sd
LC-2020-0134483,Peatón,M,22,Sd
LC-2020-0144486,Moto,M,20,Sd
LC-2020-0166953,Moto,F,35,Sd
LC-2020-0172144,Sd,M,42,Sd
LC-2020-0177589,Auto,M,55,Sd
LC-2020-0177719,Moto,M,40,Sd
LC-2020-0203570,Moto,M,53,Sd
LC-2020-0220484,Moto,F,32,Sd
LC-2020-0221534,Moto,M,38,Sd
LC-2020-0237536,Moto,M,27,Sd
LC-2020-0261922,Moto,SD,sd,Sd
LC-2020-0283016,Moto,M,32,Sd
LC-2020-0297133,Auto,M,35,Sd
LC-2020-0297133,Auto,F,30,Sd
LC-2020-0313181,Moto,F,32,Sd
LC-2020-0368075,Moto,SD,SD,Sd
LC-2020-0369842,Transporte público,M,58,Sd
LC-2020-0378365,Ciclista,F,35,Sd
LC-2020-0409330,Auto,M,41,Sd
LC-2020-0417413,Moto,M,24,Sd
LC-2020-0420100,Ciclista,F,29,Sd
LC-2020-0438388,Moto,M,34,Sd
LC-2020-0446490,Peatón,F,39,Sd
LC-2020-0449487,Moto,M,SD,Sd
LC-2020-0464567,Peatón,M,50,Sd
LC-2020-0465397,Sd,M,33,Sd
LC-2020-0472694,Auto,M,26,Sd
LC-2020-0479274,Ciclista,M,29,Sd
LC-2020-0485502,Auto,SD,26,Sd
LC-2020-0487873,Moto,M,25,Sd
LC-2020-0497426,Auto,M,34,Sd
LC-2020-0497426,Auto,SD,sd,Sd
LC-2020-0499369,Auto,F,65,Sd
LC-2020-0508640,Moto,SD,40,Sd
LC-2020-0510108,Peatón,M,16,Sd
LC-2020-0519930,Ciclista,SD,SD,Sd
LC-2020-0524421,Taxi,F,29,Sd
LC-2020-0524421,Taxi,M,58,Sd
LC-2020-0539033,Moto,F,47,Sd
LC-2020-0548353,Sd,M,28,Sd
LC-2020-0550491,Sd,M,23,Sd
LC-2020-0556731,Sd,F,32,Sd
LC-2020-0559500,Sd,M,44,Sd
LC-2020-0559677,Sd,SD,SD,Sd
LC-2020-0560511,Sd,F,51,Sd
LC-2020-0560511,Sd,SD,SD,Sd
LC-2020-0565126,Sd,M,SD,Sd
LC-2020-0566097,Sd,SD,sd,Sd
LC-2020-0569434,Sd,M,21,Sd
LC-2020-0570314,Sd,M,51,Sd
LC-2020-0570314,Sd,F,47,Sd
LC-2020-0615163,Ciclista,M,20,Sd
LC-2020-0615163,Ciclista,M,19,Sd
LC-2020-0628702,Peatón,M,29,Sd
LC-2020-0631583,Moto,F,57,Sd
LC-2020-0633085,Moto,F,41,Sd
LC-2020-0633085,Moto,M,47,Sd
LC-2020-0638474,Sd,M,31,Sd
LC-2020-0638920,Sd,M,30,Sd
LC-2020-0639025,Sd,M,56,Sd
LC-2020-0643509,Sd,M,55,Sd
LC-2020-0645270,Moto,M,30,Sd
LC-2020-0645300,Sd,F,76,Sd
LC-2020-0655321,Sd,M,sd,Sd
LC-2020-0655895,Sd,M,22,Sd
LC-2020-0666949,Sd,M,25,Sd
LC-2020-0666949,Sd,M,31,Sd
LC-2020-0676455,Sd,M,27,Sd
LC-2020-0681871,Sd,M,59,Sd
LC-2020-0009813,Peatón,F,61,Sd
LC-2020-0026742,Utilitario,SD,8,Sd
LC-2020-0032540,Moto,M,37,Sd
LC-2020-0036459,Auto,M,39,Sd
LC-2020-0104501,Moto,M,SD,Sd
LC-2020-0133038,Moto,SD,SD,Sd
LC-2020-0184074,Auto,F,56,Sd
LC-2020-0189392,Auto,SD,SD,Sd
LC-2020-0227918,Auto,M,38,Sd
LC-2020-0236552,Ciclista,M,51,Sd
LC-2020-0240190,Camión,M,36,Sd
LC-2020-0297309,Auto,M,51,Sd
LC-2020-0315167,Ciclista,F,20,Sd
LC-2020-0370749,Moto,F,19,Sd
LC-2020-0376182,Auto,M,23,Sd
LC-2020-0386917,Moto,M,22,Sd
LC-2020-0422539,Peatón,M,39,Sd
LC-2020-0472599,Sd,F,18,Sd
LC-2020-0472599,Sd,F,50,Sd
LC-2020-0485992,Moto,M,48,Sd
LC-2020-0486012,Moto,F,26,Sd
LC-2020-0489307,Moto,M,30,Sd
LC-2020-0500345,Ciclista,F,38,Sd
LC-2020-0522182,Auto,M,41,Sd
LC-2020-0535441,Peatón,SD,sd,Sd
LC-2020-0536893,Moto,M,28,Sd
LC-2020-0543377,Moto,SD,sd,Sd
LC-2020-0550052,Sd,M,35,Sd
LC-2020-0560614,Sd,M,32,Sd
LC-2020-0560614,Sd,M,36,Sd
LC-2020-0565602,Sd,M,25,Sd
LC-2020-0567637,Sd,M,28,Sd
LC-2020-0633446,Ciclista,M,25,Sd
LC-2020-0641055,Sd,F,40,Sd
LC-2020-0668270,Sd,M,54,Sd
LC-2020-0668270,Sd,M,16,Sd
LC-2020-0684561,Sd,F,64,Sd
LC-2020-0024867,Ciclista,M,43,Sd
LC-2020-0073707,Taxi,F,56,Sd
LC-2020-0146625,Ciclista,M,36,Sd
LC-2020-0159164,Moto,M,26,Sd
LC-2020-0188149,Moto,M,41,Sd
LC-2020-0284783,Auto,F,25,Sd
LC-2020-0295044,Peatón,M,32,Sd
LC-2020-0372270,Peatón,F,44,Sd
LC-2020-0459874,Moto,SD,sd,Sd
LC-2020-0486798,Auto,M,36,Sd
LC-2020-0525580,Taxi,M,67,Sd
LC-2020-0624713,Moto,F,32,Sd
LC-2020-0624713,Moto,F,37,Sd
LC-2020-0655486,Auto,M,38,Sd
LC-2020-0676479,Sd,F,35,Sd
LC-2020-0681855,Sd,M,33,Sd
LC-2020-0683631,Sd,F,26,Sd
LC-2020-0005966,Moto,M,33,Sd
LC-2020-0006180,Moto,SD,37,Sd
LC-2020-0020585,Sd,M,69,Sd
LC-2020-0068862,Moto,M,30,Sd
LC-2020-0095423,Moto,M,39,Sd
LC-2020-0102258,Auto,M,31,Sd
LC-2020-0104864,Auto,M,29,Sd
LC-2020-0111656,Moto,M,20,Sd
LC-2020-0122572,Auto,F,36,Sd
LC-2020-0133793,Ciclista,M,26,Sd
LC-2020-0134156,Moto,M,20,Sd
LC-2020-0144200,Moto,M,32,Sd
LC-2020-0166467,Taxi,M,40,Sd
LC-2020-0333632,Moto,M,66,Sd
LC-2020-0370696,Auto,SD,SD,Sd
LC-2020-0385712,Moto,M,47,Sd
LC-2020-0390039,Moto,SD,sd,Sd
LC-2020-0410429,Auto,M,22,Sd
LC-2020-0459319,Auto,M,34,Sd
LC-2020-0459903,Sd,SD,37,Sd
LC-2020-0459903,Sd,M,SD,Sd
LC-2020-0470641,Móvil,SD,sd,Sd
LC-2020-0478682,Utilitario,M,52,Grave
LC-2020-0478682,Utilitario,M,52,Sd
LC-2020-0480109,Auto,M,39,Sd
LC-2020-0490183,Auto,F,26,Sd
LC-2020-0503907,Sd,M,64,Sd
LC-2020-0503907,Sd,M,32,Sd
LC-2020-0517910,Peatón,F,51,Sd
LC-2020-0542941,Sd,F,36,Sd
LC-2020-0546168,Sd,SD,SD,Sd
LC-2020-0550634,Sd,M,25,Sd
LC-2020-0550634,Sd,F,22,Sd
LC-2020-0550634,Sd,M,26,Sd
LC-2020-0559287,Sd,F,36,Sd
LC-2020-0568376,Sd,M,71,Sd
LC-2020-0572012,Sd,F,6,Sd
LC-2020-0572012,Sd,F,13,Sd
LC-2020-0579505,Sd,F,33,Sd
LC-2020-0579505,Sd,F,24,Sd
LC-2020-0579505,Sd,M,25,Sd
LC-2020-0579505,Sd,F,47,Sd
LC-2020-0579505,Sd,M,54,Sd
LC-2020-0585023,Sd,SD,sd,Sd
LC-2020-0591586,Auto,M,18,Sd
LC-2020-0591586,Auto,F,19,Sd
LC-2020-0591586,Auto,F,22,Sd
LC-2020-0591586,Auto,F,18,Sd
LC-2020-0591586,Auto,F,17,Sd
LC-2020-0625398,Moto,F,21,Sd
LC-2020-0625398,Moto,M,24,Sd
LC-2020-0625406,Auto,M,33,Sd
LC-2020-0639355,Sd,F,67,Sd
LC-2020-0639355,Sd,F,73,Sd
LC-2020-0644810,Auto,SD,21,Sd
LC-2020-0653336,Sd,M,SD,Sd
LC-2020-0657579,Sd,M,36,Sd
LC-2020-0658068,Sd,M,27,Sd
LC-2020-0661296,Moto,SD,sd,Sd
LC-2020-0669209,Sd,F,49,Sd
LC-2020-0669824,Sd,F,9,Sd
LC-2020-0671332,Sd,M,22,Sd
LC-2020-0672126,Sd,F,28,Sd
LC-2020-0675974,Sd,M,27,Sd
LC-2020-0008263,Auto,SD,SD,Sd
LC-2020-0032603,Ciclista,M,34,Sd
LC-2020-0039180,Sd,F,40,Sd
LC-2020-0039180,Sd,M,31,Sd
LC-2020-0039180,Sd,F,72,Sd
LC-2020-0039180,Sd,M,40,Sd
LC-2020-0039180,Sd,M,11,Sd
LC-2020-0039180,Sd,M,49,Sd
LC-2020-0057321,Moto,M,40,Sd
LC-2020-0062514,Moto,M,19,Sd
LC-2020-0067883,Moto,SD,SD,Sd
LC-2020-0101203,Auto,F,22,Sd
LC-2020-0102438,Moto,SD,sd,Sd
LC-2020-0118645,Peatón,SD,SD,Sd
LC-2020-0134625,Auto,M,41,Sd
LC-2020-0134997,Ciclista,F,26,Sd
LC-2020-0158492,Auto,SD,SD,Sd
LC-2020-0217955,Moto,M,30,Sd
LC-2020-0232887,Moto,SD,33,Sd
LC-2020-0234222,Moto,M,41,Sd
LC-2020-0268578,Moto,M,28,Sd
LC-2020-0388842,Ciclista,F,35,Sd
LC-2020-0460239,Moto,SD,sd,Sd
LC-2020-0499764,Auto,M,32,Sd
LC-2020-0499764,Auto,F,45,Sd
LC-2020-0502814,Moto,M,38,Grave
LC-2020-0513184,Sd,F,16,Sd
LC-2020-0569752,Sd,SD,sd,Sd
LC-2020-0597457,Transporte público,SD,sd,Sd
LC-2020-0605424,Transporte público,M,54,Sd
HC-2020-0624349,Moto,F,41,Sd
LC-2020-0652851,Sd,M,26,Sd
LC-2020-0673589,Sd,M,20,Sd
LC-2020-0091239,Auto,F,25,Sd
LC-2020-0103914,Moto,SD,SD,Sd
LC-2020-0109874,Peatón,M,23,Sd
LC-2020-0144169,Moto,M,23,Sd
LC-2020-0147044,Moto,M,61,Sd
LC-2020-0148631,Peatón,M,65,Sd
LC-2020-0148825,Moto,M,23,Sd
LC-2020-0165454,Ciclista,F,34,Sd
LC-2020-0202209,Moto,F,50,Sd
LC-2020-0235728,Moto,M,32,Sd
LC-2020-0275516,Moto,M,40,Sd
LC-2020-0287746,Auto,M,32,Sd
LC-2020-0310526,Auto,F,31,Sd
LC-2020-0310526,Auto,F,24,Sd
LC-2020-0364185,Peatón,SD,SD,Sd
LC-2020-0381694,Móvil,M,31,Sd
LC-2020-0431372,Peatón,M,30,Sd
LC-2020-0465127,Auto,F,64,Sd
LC-2020-0465127,Auto,M,61,Sd
LC-2020-0481695,Auto,M,23,Sd
LC-2020-0491707,Moto,M,40,Sd
LC-2020-0501081,Peatón,M,SD,Sd
LC-2020-0524792,Moto,M,52,Sd
LC-2020-0526391,Moto,M,SD,Sd
LC-2020-0526865,Moto,M,30,Sd
LC-2020-0544178,Moto,M,26,Sd
LC-2020-0557803,Sd,F,32,Sd
LC-2020-0563759,Moto,F,35,Sd
LC-2020-0571762,Sd,M,47,Sd
LC-2020-0591929,Ciclista,F,40,Sd
LC-2020-0602577,Sd,M,33,Sd
LC-2020-0602995,Auto,F,7,Sd
LC-2020-0602995,Auto,SD,SD,Sd
LC-2020-0614044,Peatón,F,67,Sd
LC-2020-0619674,Auto,M,21,Sd
LC-2020-0626386,Moto,M,21,Sd
LC-2020-0626535,Auto,M,42,Sd
LC-2020-0633107,Moto,M,36,Sd
LC-2020-0633874,Moto,F,34,Sd
LC-2020-0648769,Sd,F,42,Sd
LC-2020-0649382,Sd,M,27,Sd
LC-2020-0653958,Ciclista,M,41,Sd
LC-2020-0654379,Sd,M,35,Sd
LC-2020-0663152,Sd,M,32,Sd
LC-2020-0665984,Sd,M,18,Sd
LC-2020-0671828,Sd,M,32,Sd
LC-2020-0674859,Sd,M,39,Sd
LC-2020-0678773,Sd,M,19,Sd
LC-2020-0522947,Moto,M,22,Sd
LC-2020-0527599,Moto,M,42,Sd
LC-2020-0530719,Auto,F,24,Sd
LC-2020-0530719,Auto,M,33,Sd
LC-2020-0530926,Moto,M,SD,Sd
LC-2020-0539757,Moto,M,30,Sd
LC-2020-0559022,Moto,M,22,Sd
LC-2020-0612289,Moto,F,38,Sd
LC-2020-0612289,Moto,M,19,Sd
LC-2020-0617227,Auto,SD,SD,Sd
LC-2020-0664892,Sd,M,46,Sd
LC-2020-0667191,Sd,M,24,Sd
LC-2020-0668663,Sd,M,45,Sd
LC-2020-0014203,Moto,M,56,Sd
LC-2020-0026337,Peatón,F,52,Sd
LC-2020-0037236,Sd,SD,SD,Sd
LC-2020-0037278,Moto,M,25,Sd
LC-2020-0045126,Moto,M,30,Sd
LC-2020-0068363,Moto,M,50,Sd
LC-2020-0076958,Moto,M,43,Sd
LC-2020-0092934,Auto,M,38,Sd
LC-2020-0100503,Moto,F,30,Sd
LC-2020-0105432,Moto,M,42,Sd
LC-2020-0109875,Ciclista,M,sd,Sd
LC-2020-0112213,Moto,M,28,Sd
LC-2020-0113970,Auto,M,26,Sd
LC-2020-0117910,Moto,M,38,Sd
LC-2020-0119055,Moto,M,18,Grave
LC-2020-0119055,Moto,M,19,Sd
LC-2020-0127346,Peatón,M,44,Sd
LC-2020-0128269,Moto,M,32,Sd
LC-2020-0129695,Moto,F,20,Sd
LC-2020-0146730,Móvil,M,29,Sd
LC-2020-0156993,Taxi,F,46,Sd
LC-2020-0168519,Moto,M,42,Sd
LC-2020-0185739,Auto,M,33,Sd
LC-2020-0198548,Auto,M,47,Sd
LC-2020-0207190,Moto,M,57,Sd
LC-2020-0229281,Moto,M,25,Sd
LC-2020-0232613,Moto,M,31,Sd
LC-2020-0233332,Moto,M,22,Sd
LC-2020-0235391,Moto,F,28,Sd
LC-2020-0237636,Utilitario,SD,20,Sd
LC-2020-0247847,Auto,M,35,Sd
LC-2020-0248770,Moto,M,27,Sd
LC-2020-0285904,Ciclista,M,35,Sd
LC-2020-0287990,Moto,F,25,Sd
LC-2020-0362253,Móvil,M,40,Sd
LC-2020-0367925,Moto,M,35,Sd
LC-2020-0387137,Peatón,M,37,Sd
LC-2020-0430793,Auto,F,30,Sd
LC-2020-0440627,Auto,F,52,Sd
LC-2020-0440627,Auto,M,46,Sd
LC-2020-0447691,Auto,M,19,Sd
LC-2020-0464409,Ciclista,M,50,Sd
